name,DFT-per,GCN-per,DFT-all,GCN-all
GUVFEJ_FSR_relaxed,-7.022071362,-7.017640114,-575.8098516,-575.4464893
INEYIK_FSR_relaxed,-6.306732655,-6.313362598,-618.0598001,-618.7095346
XORGUI_FSR_relaxed,-7.362004757,-7.349712372,-618.4083996,-617.3758392
GIRHOF_FSR_relaxed,-6.314573288,-6.314877033,-681.9739151,-682.0067196
CORPEF_FSR_relaxed,-6.171209812,-6.175364017,-222.1635532,-222.3131046
WODRAK_FSR_relaxed,-7.041677475,-7.037986279,-647.8343277,-647.4947376
VIGZES_FSR_relaxed,-6.371360302,-6.376288414,-445.9952211,-446.340189
CUPSOW_FSR_relaxed,-6.682830811,-6.683645725,-775.208374,-775.3029041
ACURUO_FSR_relaxed,-6.618947029,-6.622529507,-2303.393566,-2304.640268
FIHRIZ_freeONLY_relaxed,-6.937252522,-6.955504417,-1012.838868,-1015.503645
FEDBEX_FSR_relaxed,-7.158993244,-7.153582573,-400.9036217,-400.6006241
FIFMIS01_freeONLY_relaxed,-6.777325153,-6.771188736,-2439.837055,-2437.627945
CINPAR_FSR_relaxed,-6.744390488,-6.747274399,-404.6634293,-404.8364639
EQIZAF_FSR_relaxed,-5.780434132,-5.780062675,-161.8521557,-161.8417549
TEQLUZ_FSR_relaxed,-6.894734859,-6.895920277,-1185.894396,-1186.098288
VOCNAE_FSR_relaxed,-7.178568363,-7.171913624,-1220.356622,-1219.225316
JICDEH_FSR_relaxed,-6.241580486,-6.25145483,-274.6295414,-275.0640125
YOMMIY_FSR_relaxed,-6.894809246,-6.895700932,-420.583364,-420.6377568
EDIMUZ_FSR_relaxed,-6.411886215,-6.403291702,-589.8935318,-589.1028366
LUXXOT_FSR_relaxed,-5.742237091,-5.758658886,-780.9442444,-783.1776085
ZIXCOA_FSR_relaxed,-6.058727741,-6.06283617,-496.8156748,-497.152566
QEFVEF_FSR_relaxed,-6.003458023,-6.015571594,-576.3319702,-577.494873
ROTDUB_FSR_relaxed,-6.298629284,-6.292472363,-434.6054206,-434.180593
DAKMIN_FSR_relaxed,-7.156451225,-7.158392429,-715.6451225,-715.8392429
DIPPOJ_FSR_relaxed,-6.531166077,-6.536813736,-640.0542755,-640.6077461
JIVQUD_FSR_relaxed,-7.037468433,-7.03071785,-1280.819255,-1279.590649
PEJSII_FSR_relaxed,-6.260853291,-6.261898518,-450.7814369,-450.8566933
XOPMIA_FSR_relaxed,-6.862734795,-6.865982056,-1482.350716,-1483.052124
NAVDIZ_FSR_relaxed,-5.84662962,-5.853734016,-865.3011837,-866.3526344
BEQXOM_FSR_relaxed,-6.695175171,-6.700603008,-395.0153351,-395.3355775
ASINAT_FSR_relaxed,-6.871043682,-6.872119427,-2514.801988,-2515.19571
SAHXEH_FSR_relaxed,-6.629990101,-6.634900093,-755.8188715,-756.3786106
IGUQUX_FSR_relaxed,-5.674053669,-5.687566757,-635.4940109,-637.0074768
CICFAW_FSR_relaxed,-5.748655796,-5.746393681,-212.7002645,-212.6165662
ZEYTAB01_FSR_relaxed,-6.809925079,-6.812875748,-2846.548683,-2847.782063
CEWNIB_FSR_relaxed,-6.668002129,-6.666812897,-546.7761745,-546.6786575
BUDGEN_FSR_relaxed,-6.209933281,-6.215870857,-397.43573,-397.8157349
ABOVUL_FSR_relaxed,-6.690173626,-6.700380325,-113.7329516,-113.9064655
GALXUO_FSR_relaxed,-6.772999287,-6.778469086,-460.5639515,-460.9358978
BAKLIK_freeONLY_relaxed,-6.468179226,-6.46045351,-1532.958477,-1531.127482
BOFTOI_FSR_relaxed,-7.325848579,-7.323851585,-967.0120125,-966.7484093
ALULAV_FSR_relaxed,-6.560306072,-6.554904461,-1653.19713,-1651.835924
UHUWEC_FSR_relaxed,-6.79777813,-6.800629616,-1060.453388,-1060.89822
ISEMOI_FSR_relaxed,-6.827630043,-6.829426765,-723.7287846,-723.9192371
ELUKAY_FSR_relaxed,-5.756698132,-5.76495409,-460.5358505,-461.1963272
TIWTEZ_FSR_relaxed,-5.895059109,-5.904461384,-400.8640194,-401.5033741
ROJPOV_FSR_relaxed,-5.980091572,-5.989752769,-478.4073257,-479.1802216
FODFOV_FSR_relaxed,-6.576817036,-6.58492136,-881.2934828,-882.3794622
OCULOQ_FSR_relaxed,-6.858418941,-6.861867905,-644.6913805,-645.015583
IDINUF_FSR_relaxed,-6.753167629,-6.754166603,-729.342104,-729.4499931
VIDZEP_FSR_relaxed,-6.583436489,-6.581979275,-579.342411,-579.2141762
VEJKED_FSR_relaxed,-6.23348999,-6.265073776,-436.3442993,-438.5551643
GOLKOI_FSR_relaxed,-6.523587227,-6.525254726,-626.2643738,-626.4244537
COJHIT_freeONLY_relaxed,-7.187287807,-7.325298309,-661.2304783,-673.9274445
XIDJOL_FSR_relaxed,-6.747228622,-6.740691185,-485.8004608,-485.3297653
EZABEN_FSR_relaxed,-5.963675499,-5.967268944,-608.2949009,-608.6614323
MERXIR_FSR_relaxed,-5.764180183,-5.759922028,-530.3045769,-529.9128265
RIWFUA_FSR_relaxed,-6.295134068,-6.285510063,-793.1868925,-791.974268
POSGIP_FSR_relaxed,-6.955480099,-6.950601101,-598.1712885,-597.7516947
KASGIX_FSR_relaxed,-7.057016373,-7.055561066,-1608.999733,-1608.667923
NETGID_FSR_relaxed,-6.826637268,-6.827855587,-955.7292175,-955.8997822
SASGAV_FSR_relaxed,-6.130516529,-6.139973164,-980.8826447,-982.3957062
NEPHEW_FSR_relaxed,-5.466222286,-5.467078209,-393.5680046,-393.629631
QUPTIG_FSR_relaxed,-6.866381168,-6.864895821,-686.6381168,-686.4895821
ODEQET01_FSR_relaxed,-5.768226147,-5.775616646,-288.4113073,-288.7808323
TEDLUK_FSR_relaxed,-6.647249222,-6.689418793,-1116.737869,-1123.822357
NIJSAC_FSR_relaxed,-6.835157871,-6.826251984,-1230.328417,-1228.725357
CECJUS_FSR_relaxed,-6.737305641,-6.737398624,-606.3575077,-606.3658762
JISJUT_FSR_relaxed,-6.669116497,-6.665874004,-800.2939796,-799.9048805
VAYCIJ_FSR_relaxed,-5.954601288,-5.949234486,-202.4564438,-202.2739725
AYECOX_FSR_relaxed,-6.212668896,-6.214875221,-683.3935785,-683.6362743
ICANAD_FSR_relaxed,-6.583341599,-6.590295792,-1224.501537,-1225.795017
GIYHAZ_FSR_relaxed,-6.752270222,-6.749056339,-580.6952391,-580.4188452
TUTQAB_FSR_relaxed,-5.893186092,-5.896438122,-577.5322371,-577.8509359
GENMIY_FSR_relaxed,-6.656857967,-6.655596733,-599.1172171,-599.003706
ANAMOT_FSR_relaxed,-6.247398853,-6.245999336,-724.698267,-724.535923
DEKGOS_FSR_relaxed,-5.747268677,-5.756032944,-1287.388184,-1289.351379
CABWOT_FSR_relaxed,-6.452411175,-6.446897984,-813.003808,-812.3091459
WONRUO_FSR_relaxed,-6.6658144,-6.665326595,-559.9284096,-559.887434
WOMCUY_FSR_relaxed,-6.956914425,-6.954269886,-1892.280724,-1891.561409
GOTJAA_FSR_relaxed,-6.666835785,-6.662230015,-960.024353,-959.3611221
GECXUH01_FSR_relaxed,-6.639772415,-6.640784264,-531.1817932,-531.2627411
ODAHUY_FSR_relaxed,-6.677365303,-6.668929577,-667.7365303,-666.8929577
XALROT_FSR_relaxed,-6.991827488,-6.990802288,-1034.790468,-1034.638739
AGAMED_FSR_relaxed,-5.761277676,-5.767714977,-391.7668819,-392.2046185
ADODOO_FSR_relaxed,-6.846287251,-6.811487675,-773.6304593,-769.6981072
IJAZIC_FSR_relaxed,-5.772062778,-5.762741566,-646.4710312,-645.4270554
CEHPOV_FSR_relaxed,-6.646660805,-6.646539688,-558.3195076,-558.3093338
AJAHAV_FSR_relaxed,-6.027886868,-6.029718399,-747.4579716,-747.6850815
KIWSAL_FSR_relaxed,-6.853815079,-6.864771366,-527.7437611,-528.5873952
CAHHIC01_FSR_relaxed,-6.953557968,-6.960272789,-556.2846375,-556.8218231
EDURON_FSR_relaxed,-5.817749023,-5.822109699,-814.4848633,-815.0953579
BINNOC_FSR_relaxed,-6.53943634,-6.534649372,-274.6563263,-274.4552736
SIJRIN_FSR_relaxed,-6.806901932,-6.802716732,-394.800312,-394.5575705
PUDWIV_FSR_relaxed,-5.255301952,-5.262442589,-336.339325,-336.7963257
NEBRUK_FSR_relaxed,-6.303217888,-6.298206806,-239.5222797,-239.3318586
BAQMOW_FSR_relaxed,-6.868656158,-6.864451885,-309.0895271,-308.9003348
VIXTUU_FSR_relaxed,-7.387505531,-7.390205383,-1507.051128,-1507.601898
COKMEW_FSR_relaxed,-7.702037334,-7.690402031,-554.5466881,-553.7089462
IFENUF_FSR_relaxed,-6.359564781,-6.359413147,-674.1138668,-674.0977936
UDANAQ_FSR_relaxed,-6.826547146,-6.85356617,-901.1042233,-904.6707344
XURGAS_FSR_relaxed,-5.489790916,-5.49366188,-417.2241096,-417.5183029
PPOECU10_FSR_relaxed,-6.350074768,-6.343340874,-723.9085236,-723.1408596
PIHWAG_FSR_relaxed,-6.905212402,-6.901830673,-718.1420898,-717.79039
JOXQEU_FSR_relaxed,-7.105935574,-7.101677895,-511.6273613,-511.3208084
ULIBAU_FSR_relaxed,-6.617815018,-6.620872021,-516.1895714,-516.4280176
HOQMIL01_FSR_relaxed,-6.975784302,-6.964300156,-781.2878418,-780.0016174
LAQKAS_FSR_relaxed,-6.50220108,-6.507080078,-1287.435814,-1288.401855
FIQPON_FSR_relaxed,-6.443619251,-6.450066566,-721.6853561,-722.4074554
HIGGUB_FSR_relaxed,-6.444847584,-6.450399399,-515.5878067,-516.0319519
WENKUX_manual_relaxed,-6.907197952,-6.918139935,-1436.697174,-1438.973106
BEMLAI_FSR_relaxed,-6.474539757,-6.453697681,-233.0834312,-232.3331165
VEFGUJ_FSR_relaxed,-6.352628231,-6.34425354,-444.6839762,-444.0977478
YOTCAM_FSR_relaxed,-6.33475256,-6.332513332,-430.7631741,-430.6109066
EXUYAY_FSR_relaxed,-6.368937016,-6.36193943,-1859.729609,-1857.686314
NADWOG_FSR_relaxed,-6.420784473,-6.418395996,-423.7717752,-423.6141357
EMOFIX_FSR_relaxed,-6.487579346,-6.490214825,-1323.466187,-1324.003824
KUCXUC_FSR_relaxed,-6.61046648,-6.612190723,-502.3954525,-502.526495
OQEVUD_FSR_relaxed,-5.619885445,-5.618731499,-719.3453369,-719.1976318
EKIJAL_FSR_relaxed,-6.623901844,-6.623702526,-781.6204176,-781.5968981
RODYEP_FSR_relaxed,-6.813523769,-6.806975842,-279.3544745,-279.0860095
EJIRUM_FSR_relaxed,-5.755880356,-5.767328262,-598.611557,-599.8021393
PURJIX_FSR_relaxed,-6.738135338,-6.736415386,-471.6694736,-471.549077
ISIMAZ_FSR_relaxed,-6.550197601,-6.55109024,-1257.637939,-1257.809326
CLIMZC_FSR_relaxed,-5.642362118,-5.646373272,-270.8333817,-271.0259171
OHIRUS_FSR_relaxed,-6.942253113,-6.934962749,-541.4957428,-540.9270945
SOWYEI_FSR_relaxed,-5.396677494,-5.389903069,-1057.748789,-1056.421001
JUDWAI_FSR_relaxed,-5.948999405,-5.932808876,-618.6959381,-617.0121231
WAHGIY_FSR_relaxed,-6.937749386,-6.935858727,-1248.794889,-1248.454571
NUCFIB_FSR_relaxed,-6.278789043,-6.280525208,-590.2061701,-590.3693695
LAWLEC_FSR_relaxed,-6.493648529,-6.494852066,-519.4918823,-519.5881653
OSEWOZ_FSR_relaxed,-6.828735352,-6.835292339,-559.9562988,-560.4939718
CIBFAV_FSR_relaxed,-6.367989063,-6.352911949,-407.5513,-406.5863647
BIFSUF_FSR_relaxed,-6.15877676,-6.158258438,-172.4457493,-172.4312363
URIWOJ_FSR_relaxed,-6.628928661,-6.598856449,-344.7042904,-343.1405354
DOCHEJ_FSR_relaxed,-6.901716709,-6.904655933,-220.8549347,-220.9489899
BAJXER_FSR_relaxed,-6.147078991,-6.150625229,-442.5896873,-442.8450165
LAYZIX_FSR_relaxed,-6.420897961,-6.433211803,-243.9941225,-244.4620485
KILFUI_FSR_relaxed,-6.557322502,-6.565748692,-1324.579145,-1326.281236
KELCIN01_FSR_relaxed,-6.613874435,-6.631998062,-224.8717308,-225.4879341
PEDBUY_FSR_relaxed,-6.709182739,-6.712863922,-778.2651978,-778.692215
NAFGOR01_FSR_relaxed,-6.869504929,-6.847500801,-934.2526703,-931.2601089
IXOTIZ_FSR_relaxed,-6.534265995,-6.532887936,-849.4545794,-849.2754316
FIPNOI_FSR_relaxed,-6.797020435,-6.799586296,-625.3258801,-625.5619392
KAHMIR_FSR_relaxed,-6.353559017,-6.365166664,-794.1948771,-795.645833
BUZHEK_FSR_relaxed,-6.383971691,-6.381088257,-663.9330559,-663.6331787
IXAWOV_FSR_relaxed,-6.1645298,-6.168172836,-382.2008476,-382.4267159
FUNBEW_FSR_relaxed,-6.931040287,-6.938623905,-568.3453035,-568.9671602
PAXJEG_FSR_relaxed,-6.462583542,-6.465970516,-607.4828529,-607.8012285
CELYIE_FSR_relaxed,-7.225791454,-7.237490654,-216.7737436,-217.1247196
HUHHIC_FSR_relaxed,-6.718414783,-6.747829914,-537.4731827,-539.8263931
DEWNUR_FSR_relaxed,-7.321619987,-7.322641373,-688.2322788,-688.328289
BOLFUE_FSR_relaxed,-6.012392521,-6.008390427,-865.784523,-865.2082214
REJCEP_FSR_relaxed,-6.173505306,-6.174452782,-370.4103184,-370.4671669
KALNAN01_FSR_relaxed,-6.557609558,-6.560836792,-472.1478882,-472.380249
LURDAE_FSR_relaxed,-6.808549404,-6.799588203,-326.8103714,-326.3802338
GUKCAS_FSR_relaxed,-6.566886902,-6.56926918,-551.6184998,-551.8186111
FIGHEJ_FSR_relaxed,-6.579968452,-6.575632572,-368.4782333,-368.235424
KIDLOZ_FSR_relaxed,-6.720000744,-6.713919163,-430.0800476,-429.6908264
AJIMEN_FSR_relaxed,-6.687577248,-6.686051846,-454.7552528,-454.6515255
GIWMEG_FSR_relaxed,-6.753322601,-6.749110699,-864.425293,-863.8861694
ZOZZAR_FSR_relaxed,-7.034264565,-7.029896259,-590.8782234,-590.5112858
HODYOO_FSR_relaxed,-6.061888695,-6.056342602,-1454.853287,-1453.522224
MUSPAR_FSR_relaxed,-6.248011589,-6.22976017,-449.8568344,-448.5427322
BUVWOF03_FSR_relaxed,-7.248353958,-7.243917942,-2217.996311,-2216.63889
WUFFIN_FSR_relaxed,-6.982807636,-6.984839916,-502.7621498,-502.908474
GALLEM_FSR_relaxed,-6.69542408,-6.69463253,-883.7959785,-883.691494
DEGLEJ_FSR_relaxed,-7.219687462,-7.218252182,-938.55937,-938.3727837
GURBUS_FSR_relaxed,-6.832034111,-6.83174324,-1298.086481,-1298.031216
EMOTEG_FSR_relaxed,-6.217200279,-6.217344761,-820.6704369,-820.6895084
GEPDEM_FSR_relaxed,-6.509431362,-6.516542435,-703.0185871,-703.7865829
EKIFAG_FSR_relaxed,-6.369873047,-6.364789486,-942.7412109,-941.9888439
SUMPOF_FSR_relaxed,-6.908158302,-6.909587383,-511.2037144,-511.3094664
NAVLOO_FSR_relaxed,-6.709198952,-6.711214066,-483.0623245,-483.2074127
POVFUE01_FSR_relaxed,-7.238803864,-7.217615128,-868.6564636,-866.1138153
IWECIY_FSR_relaxed,-6.608062744,-6.602855206,-766.5352783,-765.9312038
MAZBAT_FSR_relaxed,-6.711882591,-6.706544876,-751.7308502,-751.1330261
FEJYAV_FSR_relaxed,-7.122410774,-7.116495609,-206.5499125,-206.3783727
USEBAW_FSR_relaxed,-5.855454922,-5.854486465,-222.507287,-222.4704857
ECEZES_FSR_relaxed,-5.825409412,-5.826764107,-203.8893294,-203.9367437
MIRLEF_FSR_relaxed,-6.958223343,-6.941069603,-417.4934006,-416.4641762
IPIFAP_FSR_relaxed,-6.029218197,-6.044205189,-783.7983656,-785.7466745
XIMGAC_FSR_relaxed,-6.33968401,-6.330221653,-374.0413566,-373.4830775
JUYBAI_FSR_relaxed,-6.79345417,-6.785200119,-1304.343201,-1302.758423
CUMBOC_FSR_relaxed,-6.4722929,-6.469905853,-595.4509468,-595.2313385
DULSIN01_FSR_relaxed,-6.108295441,-6.098255157,-232.1152267,-231.733696
YUZBUS_FSR_relaxed,-6.351801395,-6.372197151,-1067.102634,-1070.529121
NOJGUP_FSR_relaxed,-6.473959923,-6.474217892,-802.7710304,-802.8030186
AQOFUI_FSR_relaxed,-6.26568222,-6.264712334,-250.6272888,-250.5884933
FEWHAS_FSR_relaxed,-6.994409561,-7.002333641,-1007.194977,-1008.336044
CAVRAU_FSR_relaxed,-6.615094662,-6.6134305,-2487.275593,-2486.649868
HIQVIN_FSR_relaxed,-6.971291542,-6.97288084,-780.7846527,-780.9626541
HEFQOB_FSR_relaxed,-6.258705616,-6.246133804,-475.6616268,-474.7061691
POKFOL_FSR_relaxed,-6.678551674,-6.682143211,-667.8551674,-668.2143211
GAKKEI_FSR_relaxed,-5.190690994,-5.182739735,-337.3949146,-336.8780828
FUNLAD_freeONLY_relaxed,-6.878697872,-6.879185677,-1540.828323,-1540.937592
EHEWOE_FSR_relaxed,-6.403697491,-6.403574944,-294.5700846,-294.5644474
QITWOG_FSR_relaxed,-7.112082958,-7.123858452,-540.5183048,-541.4132423
QOCHAR_FSR_relaxed,-6.170647144,-6.161671638,-234.4845915,-234.1435223
OTODAE_FSR_relaxed,-6.088253498,-6.089170933,-535.7663078,-535.8470421
AJOFAI_FSR_relaxed,-6.404707909,-6.410616398,-563.614296,-564.134243
DIYTEM_FSR_relaxed,-6.937487602,-6.939450741,-1886.996628,-1887.530602
OGUVES_FSR_relaxed,-7.362224102,-7.35474968,-736.2224102,-735.474968
NILCAP_FSR_relaxed,-7.584958076,-7.55004406,-212.3788261,-211.4012337
WUKQAW_FSR_relaxed,-6.865945339,-6.86794138,-425.688611,-425.8123655
ADODII_FSR_relaxed,-6.853116512,-6.847877979,-774.4021659,-773.8102117
XIVLUK_FSR_relaxed,-6.237362862,-6.221039295,-274.4439659,-273.725729
IDIGEJ_FSR_relaxed,-6.502571583,-6.498766422,-663.2623014,-662.8741751
DAKLOS_FSR_relaxed,-6.80507803,-6.800506592,-421.9148378,-421.6314087
GUYTAX_FSR_relaxed,-6.69980669,-6.697193146,-736.9787359,-736.691246
IWOWIB_FSR_relaxed,-6.73901701,-6.738149643,-444.7751226,-444.7178764
BAGCOB01_FSR_relaxed,-5.396100521,-5.397230625,-366.9348354,-367.0116825
SOCCIX_FSR_relaxed,-6.110949993,-6.104752064,-329.9912996,-329.6566114
PIVHIO_FSR_relaxed,-6.940515995,-6.932517529,-652.4085035,-651.6566477
OMEGOE_FSR_relaxed,-6.862848759,-6.858371735,-576.4792957,-576.1032257
MEYKEI_FSR_relaxed,-6.874185085,-6.870448112,-240.596478,-240.4656839
ADOJIN_FSR_relaxed,-5.719916344,-5.721488953,-285.9958172,-286.0744476
KUTNOE_FSR_relaxed,-6.993394375,-7.002398491,-2014.09758,-2016.690765
UFEXIN_freeONLY_relaxed,-7.455817223,-7.461788177,-671.02355,-671.560936
QADSEV_FSR_relaxed,-6.066312313,-6.072097778,-297.2493033,-297.5327911
QULNES_FSR_relaxed,-5.465305805,-5.467912674,-306.0571251,-306.2031097
IYUREA_FSR_relaxed,-7.030962467,-7.021542072,-478.1054478,-477.4648609
HIZJEG_FSR_relaxed,-6.575846195,-6.574276924,-565.5227728,-565.3878155
TITTAU_FSR_relaxed,-6.732194424,-6.742540359,-323.1453323,-323.6419373
CAYCOV_FSR_relaxed,-6.763779163,-6.769486904,-1082.204666,-1083.117905
TOLGIL_FSR_relaxed,-6.469470024,-6.45794487,-1306.832945,-1304.504864
LUJLIL_FSR_relaxed,-6.709868431,-6.707025051,-939.3815804,-938.9835072
YOXJIG_FSR_relaxed,-6.865671635,-6.863334656,-686.5671635,-686.3334656
CUSFAZ_FSR_relaxed,-6.494754314,-6.496443748,-623.4964142,-623.6585999
OHIXIO_FSR_relaxed,-6.832057953,-6.826828957,-806.1828384,-805.5658169
HOPVAK_FSR_relaxed,-6.692046165,-6.686799526,-756.2012167,-755.6083465
APINAP01_FSR_relaxed,-6.872837543,-6.875247002,-893.4688807,-893.7821102
IWOLOV_FSR_relaxed,-5.882756233,-5.893294334,-117.6551247,-117.8658867
HOXKUB_FSR_relaxed,-6.944685936,-6.942567348,-1555.60965,-1555.135086
BOMCOX_freeONLY_relaxed,-6.897696972,-6.895390987,-2262.444607,-2261.688244
RIFQUT_freeONLY_relaxed,-6.388764381,-6.403664589,-664.4314957,-665.9811172
DUWSUK_FSR_relaxed,-6.208454132,-6.207799435,-869.1835785,-869.0919209
DAYMAS_FSR_relaxed,-6.310444832,-6.300847054,-189.313345,-189.0254116
FUNKUW_FSR_relaxed,-6.88675642,-6.8846035,-1873.197746,-1872.612152
ELUJEC_FSR_relaxed,-7.116920471,-7.116428375,-1124.473434,-1124.395683
GUXPUL_FSR_relaxed,-6.644343376,-6.641676903,-2338.808868,-2337.87027
GERLAS_FSR_relaxed,-5.830110073,-5.82490778,-676.2927685,-675.6893024
ENUZIY_FSR_relaxed,-6.45061636,-6.459356308,-425.7406797,-426.3175163
TEFBIR_FSR_relaxed,-6.62385416,-6.630525589,-516.6606245,-517.1809959
PATQOS_FSR_relaxed,-6.922708511,-6.914288998,-685.3481426,-684.5146108
DIBCID_FSR_relaxed,-6.263541698,-6.260242462,-526.1375027,-525.8603668
VAQROW_FSR_relaxed,-6.493734837,-6.4973526,-519.4987869,-519.788208
KEBSOA_FSR_relaxed,-6.415909767,-6.410609245,-474.7773228,-474.3850842
DOYLEI_freeONLY_relaxed,-6.182014465,-6.191812038,-346.1928101,-346.7414742
LIFBIO_FSR_relaxed,-6.202351093,-6.19709301,-297.7128525,-297.4604645
QADWUQ_FSR_relaxed,-6.766602993,-6.75519228,-784.9259472,-783.6023045
DUQYIY_FSR_relaxed,-6.739153862,-6.73748064,-552.6106167,-552.4734125
QOKVAP_FSR_relaxed,-6.219475746,-6.213311672,-298.5348358,-298.2389603
COQRIJ_FSR_relaxed,-6.751003265,-6.757619858,-472.5702286,-473.03339
NELXIL_FSR_relaxed,-5.926558971,-5.929687977,-361.5200973,-361.7109666
DEGJUV_FSR_relaxed,-6.687970638,-6.694441319,-521.6617098,-522.1664228
ICOWAA_FSR_relaxed,-7.155373573,-7.149416447,-1044.684542,-1043.814801
KURSIB_FSR_relaxed,-6.702119827,-6.704871655,-743.9353008,-744.2407537
NEDWAW_freeONLY_relaxed,-6.892566204,-6.892453194,-971.8518348,-971.8359003
AWOYOB_FSR_relaxed,-6.604288578,-6.594822884,-884.9746695,-883.7062664
BUVYIB_FSR_relaxed,-7.236134529,-7.225906372,-1107.128583,-1105.563675
DIDKAC01_FSR_relaxed,-6.514116287,-6.51299715,-325.7058144,-325.6498575
EMIQUM_FSR_relaxed,-6.434903145,-6.439795971,-965.2354717,-965.9693956
WINBED_FSR_relaxed,-6.817800999,-6.81721735,-899.9497318,-899.8726902
PUFTUH_FSR_relaxed,-6.91447258,-6.922794819,-1797.762871,-1799.926653
UDOCAR_FSR_relaxed,-6.500016212,-6.494287968,-481.0011997,-480.5773096
BOCCOM_FSR_relaxed,-5.689592838,-5.684113979,-432.4090557,-431.9926624
FIBMUA_FSR_relaxed,-5.733950615,-5.735840321,-292.4314814,-292.5278563
IRIFEW_FSR_relaxed,-6.811325073,-6.807924271,-762.8684082,-762.4875183
ENAMIR_FSR_relaxed,-6.685180664,-6.686600685,-347.6293945,-347.7032356
WIHQAG_FSR_relaxed,-6.619693279,-6.623894691,-569.293622,-569.6549435
DEQDUB_FSR_relaxed,-6.467823029,-6.467414379,-1759.247864,-1759.136711
XOJJEM_FSR_relaxed,-6.893398285,-6.886588573,-592.8322525,-592.2466173
LIGGOA_FSR_relaxed,-6.827952385,-6.829812527,-600.8598099,-601.0235023
FALKEL_FSR_relaxed,-6.47291851,-6.476869106,-776.7502213,-777.2242928
LIHCIT01_FSR_relaxed,-6.43491745,-6.430095673,-540.5330658,-540.1280365
EKEVAT_freeONLY_relaxed,-7.073257923,-7.065740585,-664.8862448,-664.179615
PEGLIZ_FSR_relaxed,-6.134224892,-6.137095928,-257.6374454,-257.758029
GIGBAA_FSR_relaxed,-7.080678463,-7.064737797,-962.972271,-960.8043404
CAZXEJ_FSR_relaxed,-6.535843849,-6.535137177,-823.516325,-823.4272842
WORMUN_FSR_relaxed,-6.961833477,-6.95379734,-1364.519361,-1362.944279
AMIMEP_freeONLY_relaxed,-6.698621273,-6.701515675,-1822.024986,-1822.812263
LAFSER_FSR_relaxed,-6.863743305,-6.854569912,-631.4643841,-630.6204319
WEJXOY_FSR_relaxed,-5.77752924,-5.768392563,-1733.258772,-1730.517769
WAMRIN01_FSR_relaxed,-6.703198433,-6.699256897,-2386.338642,-2384.935455
WAJCAM_FSR_relaxed,-6.811803341,-6.805001736,-599.438694,-598.8401527
MAFXAU_FSR_relaxed,-6.859563828,-6.861366272,-493.8885956,-494.0183716
XIDZOB_FSR_relaxed,-6.819320679,-6.812961102,-654.6547852,-654.0442657
PUQCIO_FSR_relaxed,-6.792386532,-6.794337273,-516.2213764,-516.3696327
NUSYUW_FSR_relaxed,-6.880264282,-6.880658627,-577.9421997,-577.9753246
YIYWEL_FSR_relaxed,-6.874821186,-6.873354435,-412.4892712,-412.4012661
HEBQAI_FSR_relaxed,-6.224054337,-6.223666191,-759.3346291,-759.2872753
CEXJUN01_FSR_relaxed,-6.935188293,-6.929325581,-332.8890381,-332.6076279
CAASCO03_FSR_relaxed,-6.236284256,-6.237284184,-561.265583,-561.3555765
QAGZAZ_FSR_relaxed,-6.325284958,-6.32907629,-683.1307755,-683.5402393
NOHHID_FSR_relaxed,-6.963246346,-6.953009129,-1406.575762,-1404.507844
GAJZEY_FSR_relaxed,-6.156186104,-6.162930489,-787.9918213,-788.8551025
ZELROZ_manual_relaxed,-6.86079216,-6.852618217,-610.6105022,-609.8830214
MEGVAY_FSR_relaxed,-6.004520416,-6.005101204,-1801.356125,-1801.530361
AQOXAG_FSR_relaxed,-5.649269581,-5.649001122,-700.509428,-700.4761391
QUQBEL_FSR_relaxed,-7.168091774,-7.167104244,-716.8091774,-716.7104244
GADDEX_FSR_relaxed,-6.314599037,-6.308386326,-580.9431114,-580.371542
SODNIJ_FSR_relaxed,-6.734805107,-6.732181072,-942.872715,-942.5053501
IFAWUK_FSR_relaxed,-6.901269913,-6.907417774,-414.0761948,-414.4450665
DEJNAI_FSR_relaxed,-6.226732254,-6.240787983,-1818.205818,-1822.310091
IGUBIX_FSR_relaxed,-6.500131607,-6.488967896,-364.00737,-363.3822021
SEFSOM_freeONLY_relaxed,-6.682537079,-6.680158615,-1129.348766,-1128.946806
RIWSOG_FSR_relaxed,-6.240122795,-6.231947899,-449.2888412,-448.7002487
KATGEU_FSR_relaxed,-6.891990662,-6.890417099,-606.4951782,-606.3567047
CACFIX_FSR_relaxed,-6.568107128,-6.570067883,-617.40207,-617.586381
BEZSIK_FSR_relaxed,-5.686841965,-5.691280365,-636.9263,-637.4234009
YOYBIZ_FSR_relaxed,-6.918236256,-6.916662693,-1328.301361,-1327.999237
QEVNEN_FSR_relaxed,-6.760252953,-6.76682663,-378.5741653,-378.9422913
KABTUE_FSR_relaxed,-7.0227952,-7.023504734,-2528.206272,-2528.461704
HORBOG_FSR_relaxed,-7.05656004,-7.059944153,-388.1108022,-388.2969284
YOLFEL_FSR_relaxed,-6.178023815,-6.187864304,-228.5868812,-228.9509792
NUVXOS_FSR_relaxed,-6.134617805,-6.136851788,-159.5000629,-159.5581465
RUWZAK_FSR_relaxed,-5.421517849,-5.422313213,-227.7037497,-227.737155
KUJFOM_FSR_relaxed,-7.14564991,-7.141172886,-685.9823914,-685.552597
